"No","Latitude","Longitude","Name","Description","Notes","Symbol","Date","Time"
863,14.70523,120.99701,"De Castro Subdivision","osm-id 255068763",,"place:subdivision",04/01/08,05:07:47 PM
861,14.71131,121.02176,"California Village","osm-id 255064484",,"place:subdivision",04/01/08,04:23:37 PM
859,14.71140,121.00544,"Sacred Heart Subdivision","osm-id 255061769",,"place:subdivision",04/01/08,05:05:20 PM
860,14.71415,121.01322,"Villa Angelica Subdivision","osm-id 255064816",,"place:subdivision",04/01/08,04:58:40 PM
1445,14.66563,121.08876,"Ayala Heights","osm-id 255055839",,"place:subdivision",04/01/08,04:24:16 PM
868,14.70980,121.02366,"Dona Faustina Subdivision","osm-id 255063243",,"place:subdivision",04/01/08,04:56:44 PM
870,14.69480,120.95917,"Don Pablo Subdivision","osm-id 255066715",,"place:subdivision",04/01/08,04:29:40 PM
864,14.70509,120.98229,"Bahayang Pag-asa Subdivision","osm-id 255052655",,"place:subdivision",04/01/08,05:02:35 PM
2112,14.45729,120.99855,"Bat-caa Receivers  Area","osm-id 255072408",,"place:subdivision",04/01/08,04:23:06 PM
866,14.70002,120.98646,"Fortune Village 4","osm-id 255066070",,"place:subdivision",04/01/08,04:55:37 PM
1621,14.60599,121.09032,"Manggahan Village","osm-id 255064835",,"place:subdivision",04/01/08,05:04:58 PM
1433,14.66990,121.09091,"Capitol Hills Subdivision","osm-id 255061256",,"place:subdivision",04/01/08,05:01:54 PM
941,14.71955,121.03659,"Ramirez Compound","osm-id 255068288",,"place:subdivision",04/01/08,04:42:49 PM
2179,14.42461,120.99987,"Golden Acres Subdivision","osm-id 255064071",,"place:subdivision",04/01/08,05:15:27 PM
903,14.69265,121.01680,"Pvb Subdivision","osm-id 255068564",,"place:subdivision",04/01/08,04:34:58 PM
904,14.69135,121.01953,"Dona Marciana Subdivision","osm-id 255072466",,"place:subdivision",04/01/08,05:02:29 PM
1104,14.68824,121.10179,"Sunnyside Heights Subdivision","osm-id 255071239",,"place:subdivision",04/01/08,05:09:26 PM
837,14.72453,121.05989,"Neopolitan V Casa Milan","osm-id 255057401",,"place:subdivision",04/01/08,04:38:14 PM
915,14.68809,121.01438,"Interville Subdivision","osm-id 255056336",,"place:subdivision",04/01/08,04:22:18 PM
918,14.68847,121.02449,"Villa Sabina Subdivision","osm-id 255067207",,"place:subdivision",04/01/08,04:37:47 PM
911,14.67778,120.98516,"Dona Ata Subdivision","osm-id 255066372",,"place:subdivision",04/01/08,04:52:02 PM
912,14.67994,120.98471,"Deato Subdivision","osm-id 255067002",,"place:subdivision",04/01/08,04:42:26 PM
1103,14.68594,121.09272,"Luzviminda Village","osm-id 255069019",,"place:subdivision",04/01/08,04:40:58 PM
887,14.69951,120.99230,"Fortune Village 6","osm-id 255070392",,"place:subdivision",04/01/08,04:46:43 PM
1453,14.66130,121.11316,"Squibman Subdivision","osm-id 255070194",,"place:subdivision",04/01/08,05:16:30 PM
895,14.69453,121.01562,"Barrios Compound 3","osm-id 255063510",,"place:subdivision",04/01/08,04:44:27 PM
896,14.69662,121.01720,"Barrios Compound 1","osm-id 255064121",,"place:subdivision",04/01/08,04:44:45 PM
890,14.69042,120.99179,"De Leon Quintin Compound","osm-id 255069756",,"place:subdivision",04/01/08,04:46:38 PM
1504,14.64198,121.10959,"Summer Homes","osm-id 255064827",,"place:subdivision",04/01/08,04:47:20 PM
1106,14.68525,121.10689,"Northview Ii Subdivision","osm-id 255066696",,"place:subdivision",04/01/08,04:30:39 PM
899,14.69421,121.01320,"Barrios Compound 2","osm-id 255071098",,"place:subdivision",04/01/08,04:45:42 PM
900,14.69232,121.00821,"Benilla Neighborhood","osm-id 255071543",,"place:subdivision",04/01/08,05:09:09 PM
902,14.68968,121.02359,"Del-nacia Ville 3","osm-id 255063359",,"place:subdivision",04/01/08,04:48:22 PM
1033,14.68359,121.02910,"San Agustin Village","osm-id 255070817",,"place:subdivision",04/01/08,04:51:46 PM
1913,14.56158,121.12858,"Ciudad Del Sol 1","osm-id 255061190",,"place:subdivision",04/01/08,05:13:13 PM
898,14.69129,121.00808,"Sta. Monica Subdivision","osm-id 255070417",,"place:subdivision",04/01/08,05:07:09 PM
1026,14.68531,121.02810,"Mendoza Subdivision","osm-id 255059998",,"place:subdivision",04/01/08,04:55:09 PM
1080,14.67807,121.05966,"Embassy Terrace Homes","osm-id 255066558",,"place:subdivision",04/01/08,05:02:37 PM
1032,14.68694,121.03090,"Jem-7 Subdivision","osm-id 255069133",,"place:subdivision",04/01/08,04:41:02 PM
1083,14.69034,121.08255,"Dona Juana Gilarmi Subdivision","osm-id 255070238",,"place:subdivision",04/01/08,05:07:56 PM
1082,14.68994,121.07611,"Don Romana Bf Homes","osm-id 255071779",,"place:subdivision",04/01/08,04:59:09 PM
1023,14.68623,121.02585,"Solville","osm-id 255058700",,"place:subdivision",04/01/08,04:39:32 PM
1024,14.68570,121.03404,"Kimco Subdivision","osm-id 255059270",,"place:subdivision",04/01/08,04:50:01 PM
1034,14.68762,121.02758,"Carreon Subdivision","osm-id 255072583",,"place:subdivision",04/01/08,04:59:36 PM
1078,14.68136,121.04830,"Marcel Village","osm-id 255071332",,"place:subdivision",04/01/08,04:34:43 PM
1035,14.68839,121.04458,"San Pedro Compound 6","osm-id 255057610",,"place:subdivision",04/01/08,04:51:53 PM
1028,14.68846,121.02859,"Arty Subdivision","osm-id 255061261",,"place:subdivision",04/01/08,05:16:49 PM
1079,14.68273,121.04875,"Sherwood Heights Subdivision","osm-id 255072454",,"place:subdivision",04/01/08,04:29:18 PM
1484,14.65534,121.10933,"East Compound","osm-id 325136220",,"place:subdivision",01/03/09,11:57:40 PM
1031,14.68774,121.03154,"Joyville Subdivision","osm-id 255068845",,"place:subdivision",04/01/08,04:31:07 PM
2101,14.45049,120.97087,"Patricia Homes","osm-id 255065144",,"place:subdivision",04/01/08,04:33:35 PM
1015,14.69460,121.06655,"Tanglaw Homesite","osm-id 255059002",,"place:subdivision",04/01/08,05:04:30 PM
765,14.74725,121.04299,"Merry Homes Ii","osm-id 255062490",,"place:subdivision",04/01/08,05:04:08 PM
2029,14.46798,121.01802,"Finasia Homes","osm-id 255063502",,"place:subdivision",04/01/08,04:27:53 PM
1011,14.69417,121.04085,"Summerville","osm-id 255066706",,"place:subdivision",04/01/08,05:08:43 PM
1091,14.68841,121.08498,"Dona Juana Subdivision","osm-id 255052574",,"place:subdivision",04/01/08,04:36:54 PM
1012,14.69153,121.03678,"Richland 1 Subdivision","osm-id 255071158",,"place:subdivision",04/01/08,04:23:39 PM
1090,14.68541,121.07524,"Isadora Hills Subdivision","osm-id 255066491",,"place:subdivision",04/01/08,04:50:15 PM
2036,14.49983,121.03131,"Molave Park Subdivision","osm-id 255071503",,"place:subdivision",04/01/08,04:32:35 PM
1084,14.69803,121.11248,"Humanity Village","osm-id 255050234",,"place:subdivision",04/01/08,04:57:41 PM
1022,14.68581,121.03630,"Jem-4 Subdivision","osm-id 255053930",,"place:subdivision",04/01/08,05:14:32 PM
1016,14.69604,121.06349,"Villa Orion Subdivision","osm-id 255064136",,"place:subdivision",04/01/08,05:15:07 PM
1018,14.69069,121.06472,"Mapayapa Village 3","osm-id 255062818",,"place:subdivision",04/01/08,05:11:07 PM
1088,14.69035,121.10010,"Capitol Ridge Executive Subdivision","osm-id 255067058",,"place:subdivision",04/01/08,05:17:58 PM
1019,14.68937,121.06037,"Silverland Village 1","osm-id 255066358",,"place:subdivision",04/01/08,05:13:21 PM
1054,14.67908,121.04255,"San Pedro Compound 4","osm-id 255058023",,"place:subdivision",04/01/08,04:49:58 PM
1055,14.67971,121.04732,"Jem 2 Homes","osm-id 255058437",,"place:subdivision",04/01/08,05:16:54 PM
1056,14.67926,121.03837,"Gonzales Compound","osm-id 255060004",,"place:subdivision",04/01/08,05:03:22 PM
1067,14.68074,121.04335,"Apo Compound","osm-id 255072471",,"place:subdivision",04/01/08,05:17:46 PM
1070,14.68776,121.05377,"Villa Estrella Subdivision","osm-id 255065442",,"place:subdivision",04/01/08,05:18:14 PM
2180,14.42459,121.00328,"Delnor Subdivision","osm-id 255071089",,"place:subdivision",04/01/08,05:10:58 PM
725,14.73950,121.01445,"St. Dominic Ii","osm-id 255071610",,"place:subdivision",04/01/08,05:11:51 PM
857,14.71636,121.00592,"Grem Village","osm-id 255062817",,"place:subdivision",04/01/08,04:33:23 PM
1062,14.67792,121.04730,"Gloria 4 Subdivision","osm-id 255069765",,"place:subdivision",04/01/08,05:20:24 PM
1063,14.67951,121.04384,"Capitol Green Village","osm-id 255070197",,"place:subdivision",04/01/08,05:09:57 PM
1066,14.68247,121.04706,"San Pedro Compound 10","osm-id 255072148",,"place:subdivision",04/01/08,05:17:30 PM
1058,14.68152,121.04306,"Sierra Homes","osm-id 255061181",,"place:subdivision",04/01/08,05:04:41 PM
1068,14.67964,121.03968,"Sarmiento Village","osm-id 255072588",,"place:subdivision",04/01/08,04:25:24 PM
1059,14.68052,121.03865,"St. Jude Luxury Homes","osm-id 255061552",,"place:subdivision",04/01/08,05:11:05 PM
1813,14.53391,121.00411,"Virata Subdivision","osm-id 255060414",,"place:subdivision",04/01/08,04:56:16 PM
1072,14.68475,121.06237,"Ferndale Homes","osm-id 255059213",,"place:subdivision",04/01/08,04:48:17 PM
1039,14.68487,121.04061,"Mat-ville","osm-id 255070898",,"place:subdivision",04/01/08,04:49:47 PM
2165,14.43076,121.01201,"San Francisco Del Monte Subdivision","osm-id 255064224",,"place:subdivision",06/19/08,02:20:19 AM
973,14.70521,121.05384,"Happy Homeland Homes Ii","osm-id 255062071",,"place:subdivision",04/01/08,04:28:25 PM
801,14.73631,121.03050,"Pilarville 2","osm-id 255053901",,"place:subdivision",04/01/08,05:11:19 PM
1036,14.68444,121.03808,"Jem-9 Subdivision","osm-id 255060575",,"place:subdivision",04/01/08,04:31:23 PM
2033,14.46339,121.00579,"San Antonio Valley 14","osm-id 255062377",,"place:subdivision",04/01/08,05:00:55 PM
1038,14.68820,121.04216,"Mahalan Village 1","osm-id 255064781",,"place:subdivision",04/01/08,04:34:29 PM
1047,14.67969,121.03117,"Landcom Village Ii","osm-id 255065920",,"place:subdivision",01/09/09,03:51:22 PM
1050,14.67830,121.02658,"Hilda Village","osm-id 255070730",,"place:subdivision",04/01/08,04:31:21 PM
1071,14.68443,121.04895,"San Pedro Subdivision 5","osm-id 255067300",,"place:subdivision",04/01/08,04:45:10 PM
1889,14.57463,121.14266,"Pantayen?","osm-id 255067185",,"place:subdivision",04/01/08,04:57:12 PM
1043,14.67896,121.03395,"Del Nacia Ville 1","osm-id 255052144",,"place:subdivision",04/01/08,05:04:49 PM
1044,14.68170,121.03403,"Carmel 5 Subdivision","osm-id 255055984",,"place:subdivision",04/01/08,04:33:15 PM
1046,14.67902,121.02931,"Capitol Homesite Subdivision","osm-id 255065810",,"place:subdivision",04/01/08,04:58:34 PM
963,14.70172,121.03267,"Carreon Village","osm-id 255066383",,"place:subdivision",04/01/08,04:59:13 PM
964,14.70504,121.03218,"Greenheights - Qc Subdivision","osm-id 255066409",,"place:subdivision",04/01/08,04:39:22 PM
1153,14.67529,121.01179,"T.s. Cruz Subdivision","osm-id 255066219",,"place:subdivision",04/01/08,05:13:19 PM
970,14.71060,121.05658,"North Fairview Subdivision","osm-id 255050259",,"place:subdivision",04/01/08,05:13:38 PM
2196,14.45249,121.03424,"Ireneville Subdivision-1","osm-id 255071575",,"place:subdivision",04/01/08,05:19:40 PM
958,14.70873,121.03330,"Odelco Subdivision","osm-id 255058853",,"place:subdivision",04/01/08,04:58:16 PM
960,14.70878,121.04428,"Vasquez Compound","osm-id 255065744",,"place:subdivision",04/01/08,04:47:45 PM
2193,14.45421,121.03273,"Maywood Village-1","osm-id 255072228",,"place:subdivision",04/01/08,04:28:58 PM
971,14.71023,121.05189,"Palmera Homes Iv","osm-id 255059503",,"place:subdivision",04/01/08,04:32:59 PM
972,14.70914,121.04813,"Villa Veronica","osm-id 255060820",,"place:subdivision",04/01/08,04:54:32 PM
974,14.70749,121.04972,"Natividad Subdivision","osm-id 255068246",,"place:subdivision",04/01/08,05:16:41 PM
966,14.70393,121.04200,"Nomar Subdivision 1","osm-id 255060718",,"place:subdivision",04/01/08,05:02:18 PM
967,14.70384,121.03778,"Metrogreen Village","osm-id 255061766",,"place:subdivision",04/01/08,05:18:16 PM
1436,14.67567,121.09614,"Vista Rem Classica","osm-id 255068780",,"place:subdivision",04/01/08,05:15:23 PM
968,14.70300,121.03791,"Rainbow Homes","osm-id 255066329",,"place:subdivision",04/01/08,04:35:42 PM
944,14.71154,121.03269,"St. James Subdivision","osm-id 255059953",,"place:subdivision",04/01/08,04:43:43 PM
947,14.71534,121.04660,"Aguardiente","osm-id 255050471",,"place:subdivision",04/01/08,04:58:20 PM
1102,14.68648,121.09693,"Don Mariano Home Settlement","osm-id 255067544",,"place:subdivision",04/01/08,04:22:53 PM
1357,14.67598,121.04552,"San Miguel Village","osm-id 255050413",,"place:subdivision",04/01/08,04:52:05 PM
940,14.72017,121.03876,"Buenamar Subdivision","osm-id 255065775",,"place:subdivision",04/01/08,04:30:22 PM
1777,14.54749,121.03182,"Bougainvilla Place","osm-id 255071993",,"place:subdivision",04/01/08,05:11:32 PM
942,14.72000,121.04697,"Cresta Verde Executive Subdivision","osm-id 255069313",,"place:subdivision",04/01/08,04:48:14 PM
1950,14.49400,121.02294,"Merville Park Subdivision","osm-id 255060023",,"place:subdivision",04/01/08,05:09:52 PM
955,14.71314,121.05201,"North Ridge Park","osm-id 255072358",,"place:subdivision",04/01/08,05:16:09 PM
1782,14.56071,121.08919,"Suarezville Subdivision","osm-id 255067543",,"place:subdivision",04/01/08,04:32:47 PM
889,14.69861,121.00099,"Homes Centrum","osm-id 255071219",,"place:subdivision",04/01/08,05:09:34 PM
948,14.71219,121.03824,"Villaflor Village","osm-id 255060156",,"place:subdivision",04/01/08,04:38:12 PM
950,14.71675,121.06221,"Fairmont Subdivision","osm-id 255054269",,"place:subdivision",04/01/08,05:00:38 PM
951,14.71635,121.06037,"Neopolitan Vi Sitio Seville","osm-id 255058356",,"place:subdivision",04/01/08,05:08:32 PM
954,14.71186,121.05313,"Palmera Townhomes","osm-id 255070815",,"place:subdivision",04/01/08,05:07:58 PM
1095,14.68188,121.08679,"New Capitol Estates","osm-id 255053325",,"place:subdivision",04/01/08,04:59:19 PM
1413,14.66529,121.04594,"Metro Heights Subdivision","osm-id 255067626",,"place:subdivision",04/01/08,05:05:04 PM
1002,14.68875,121.03343,"Jem-6 Subdivision","osm-id 255058858",,"place:subdivision",04/01/08,05:20:38 PM
957,14.70743,121.03234,"Acf Homes","osm-id 255055409",,"place:subdivision",04/01/08,05:01:34 PM
998,14.69620,121.04647,"Manchester Ind`l Subdivision","osm-id 255050265",,"place:subdivision",04/01/08,04:59:23 PM
2057,14.46980,121.03084,"Raymondville Executive Village","osm-id 255063775",,"place:subdivision",04/01/08,05:14:26 PM
833,14.72572,121.03917,"Magno Subdivision","osm-id 255069796",,"place:subdivision",04/01/08,05:12:01 PM
917,14.68674,121.01457,"Estrella Compound","osm-id 255059229",,"place:subdivision",04/01/08,05:01:16 PM
1007,14.69072,121.03471,"Richland 2 Subdivision","osm-id 255065827",,"place:subdivision",11/05/08,12:22:09 PM
1161,14.67641,121.02128,"Mendoza Village","osm-id 255070431",,"place:subdivision",04/01/08,04:24:25 PM
1010,14.69230,121.04684,"Nia Village","osm-id 255066578",,"place:subdivision",04/01/08,05:02:05 PM
1003,14.68885,121.03096,"Dalawantan Subdivision","osm-id 255063058",,"place:subdivision",04/01/08,04:58:57 PM
758,14.75045,121.04526,"Ma. Luisa Subdivision","osm-id 255055524",,"place:subdivision",04/01/08,04:33:21 PM
753,14.75780,121.05014,"Thunderbird Subdivision","osm-id 255051147",,"place:subdivision",04/01/08,05:17:21 PM
1094,14.68208,121.07579,"Kapalaran Subdivision","osm-id 255071604",,"place:subdivision",04/01/08,04:56:29 PM
982,14.71908,121.06983,"MWSS Housing","osm-id 255066379",,"place:subdivision",04/07/08,11:34:44 AM
983,14.71875,121.10022,"Zamora Homes","osm-id 255072254",,"place:subdivision",12/16/08,10:42:14 AM
2141,14.44617,121.01486,"North Concha Cruz Circle","osm-id 255070203",,"place:subdivision",04/01/08,04:22:21 PM
1439,14.67017,121.09418,"Capitol Homes Subdivision","osm-id 255069905",,"place:subdivision",08/08/08,06:07:26 PM
975,14.70770,121.05199,"San Gabriel Subdivision","osm-id 255068442",,"place:subdivision",04/01/08,04:59:15 PM
979,14.70362,121.05601,"Merryhomes Subdivision","osm-id 255049859",,"place:subdivision",04/01/08,05:06:34 PM
980,14.70211,121.05714,"Victorian Heights","osm-id 255071931",,"place:subdivision",04/01/08,05:05:16 PM
1446,14.66568,121.10167,"Twinville Subdivision","osm-id 255071150",,"place:subdivision",04/01/08,04:47:05 PM
994,14.70521,121.10372,"Filinvest Homes Ii","osm-id 255062471",,"place:subdivision",04/01/08,04:59:57 PM
995,14.70005,121.09954,"Violago Homes Batasan","osm-id 255068190",,"place:subdivision",04/01/08,05:07:18 PM
1629,14.59410,121.08876,"Gomezville Subdivision","osm-id 255071839",,"place:subdivision",04/01/08,05:17:26 PM
1099,14.68722,121.09986,"Dolar Estate","osm-id 255050301",,"place:subdivision",04/01/08,04:35:37 PM
986,14.72138,121.10311,"Amlac Ville","osm-id 255070177",,"place:subdivision",04/01/08,04:36:05 PM
987,14.71443,121.09675,"Villa Gracia Homes","osm-id 255055971",,"place:subdivision",04/01/08,05:01:36 PM
1098,14.68261,121.09123,"Dona Pilar Compound","osm-id 255071502",,"place:subdivision",04/01/08,04:55:48 PM
1490,14.64627,121.11137,"Countryside Subdivision","osm-id 255049935",,"place:subdivision",04/01/08,05:09:46 PM
865,14.70152,120.98944,"Fortune Village 5","osm-id 255063038",,"place:subdivision",04/01/08,04:22:15 PM
810,14.73887,121.06584,"Sacred Heart Village 1","osm-id 255049820",,"place:subdivision",04/01/08,05:11:53 PM
1051,14.68087,121.03591,"Torres Village","osm-id 255071329",,"place:subdivision",04/01/08,04:42:24 PM
1749,14.58427,121.10361,"Santa Lucia","osm-id 255062743",,"place:subdivision",04/01/08,04:28:21 PM
1497,14.64393,121.08811,"Loyola Grand Villas","osm-id 255072329",,"place:subdivision",04/01/08,04:45:16 PM
1169,14.67018,121.00774,"Even-wealth Compound -1","osm-id 255072455",,"place:subdivision",04/01/08,05:08:15 PM
1899,14.57085,121.13991,"Tibagan?","osm-id 255061208",,"place:subdivision",04/01/08,05:04:10 PM
992,14.70747,121.09667,"Mountain View Subdivision","osm-id 255060271",,"place:subdivision",04/01/08,05:07:43 PM
1965,14.48120,121.01442,"Levitown Estate","osm-id 255064319",,"place:subdivision",04/01/08,04:45:46 PM
2001,14.47630,121.01458,"St. Catherines Subdivision","osm-id 255059159",,"place:subdivision",04/01/08,04:24:05 PM
1365,14.67364,121.04251,"Visayas Avenue Subdivision","osm-id 255063506",,"place:subdivision",04/01/08,05:00:42 PM
1385,14.66887,121.03874,"Carmel Subdivision 1","osm-id 255065067",,"place:subdivision",04/01/08,05:20:10 PM
2115,14.45214,120.98476,"Dona Manuela  Subdivision Phase Ivd","osm-id 255068147",,"place:subdivision",04/01/08,04:57:24 PM
1209,14.66361,121.01996,"Villa Socorro Subdivision","osm-id 255072373",,"place:subdivision",04/01/08,04:26:28 PM
2025,14.46864,121.00695,"San Antonio Valley 11","osm-id 255065184",,"place:subdivision",04/01/08,04:26:01 PM
1076,14.67844,121.05712,"Maries Village","osm-id 255061188",,"place:subdivision",04/01/08,04:27:44 PM
1873,14.58296,121.14815,"Pines Ville","osm-id 255069563",,"place:subdivision",04/01/08,04:45:44 PM
2183,14.41726,120.99256,"Manuela Homes","osm-id 255062397",,"place:subdivision",04/01/08,05:19:08 PM
988,14.71102,121.09616,"Diamond Hills Homes","osm-id 255064772",,"place:subdivision",04/01/08,05:10:50 PM
1429,14.67202,121.07587,"Villa Beatriz Subdivision","osm-id 255052326",,"place:subdivision",04/01/08,04:40:17 PM
1069,14.68682,121.05276,"Riosa City Subdivision","osm-id 255062832",,"place:subdivision",04/01/08,05:19:32 PM
1116,14.67685,120.95957,"San Vicente Village","osm-id 255050196",,"place:subdivision",04/01/08,04:26:09 PM
871,14.69871,120.95891,"Felo 1 Subdivision","osm-id 255070857",,"place:subdivision",04/01/08,04:28:34 PM
1060,14.67810,121.04428,"Troy Compound","osm-id 255064686",,"place:subdivision",04/01/08,04:26:30 PM
1875,14.57875,121.12208,"New St Francis Subd","osm-id 255072336",,"place:subdivision",04/01/08,05:19:16 PM
999,14.69579,121.04479,"Lipton Subdivision","osm-id 255065418",,"place:subdivision",04/01/08,04:26:51 PM
1953,14.48677,120.98384,"Jaleville Subdivision","osm-id 255059332",,"place:subdivision",04/01/08,05:15:10 PM
719,14.74696,121.02317,"Villa Maria Subdivision","osm-id 255050303",,"place:subdivision",04/01/08,05:19:30 PM
2020,14.46471,120.99756,"Bf Martinville","osm-id 255071152",,"place:subdivision",04/01/08,05:03:39 PM
1625,14.60364,121.09510,"Cruz-robles Subdivision","osm-id 255059388",,"place:subdivision",04/01/08,04:55:19 PM
1597,14.61581,121.08297,"Maria Soledad Subdivision","osm-id 255072459",,"place:subdivision",04/01/08,04:44:24 PM
1781,14.55727,121.07760,"Dona Binday 1 Subdivision","osm-id 255070019",,"place:subdivision",04/01/08,05:06:43 PM
897,14.69342,121.01137,"Hillside Ville","osm-id 255059277",,"place:subdivision",04/01/08,04:25:18 PM
1785,14.55763,121.09267,"Villa Gloria 3 Subdivision","osm-id 255059390",,"place:subdivision",04/01/08,05:10:15 PM
1856,14.52246,121.07450,"Bay Breeze Subdivision","osm-id 255066225",,"place:subdivision",09/23/08,11:17:18 AM
1201,14.65822,120.99450,"Balintawak Estate Subdivision","osm-id 255049858",,"place:subdivision",04/01/08,04:43:38 PM
1006,14.69061,121.02674,"St. Dominic Subdivision 9","osm-id 255065311",,"place:subdivision",04/01/08,05:03:37 PM
1096,14.68250,121.08142,"Don Enrique Heights Subdivision","osm-id 255060744",,"place:subdivision",04/01/08,04:47:25 PM
1053,14.68170,121.03775,"Rema Village","osm-id 255050425",,"place:subdivision",04/01/08,05:19:01 PM
1492,14.64898,121.10800,"San Isidro Village","osm-id 255061516",,"place:subdivision",04/01/08,04:45:03 PM
2204,14.43233,121.02860,"Pacific Village","osm-id 255061277",,"place:subdivision",04/07/08,08:33:35 PM
2093,14.46175,121.03948,"Sampaguita Hills","osm-id 255071668",,"place:subdivision",04/01/08,05:14:15 PM
1892,14.57669,121.14746,"Blooming Hills","osm-id 255068429",,"place:subdivision",04/01/08,04:43:05 PM
978,14.70624,121.06258,"Sss North Fairview Homes","osm-id 255065786",,"place:subdivision",04/01/08,05:14:54 PM
2085,14.46216,121.03263,"St. Martin Village","osm-id 255051345",,"place:subdivision",04/01/08,04:55:06 PM
1037,14.68746,121.04301,"Mt. Crest Executive Village","osm-id 255061245",,"place:subdivision",04/01/08,04:29:54 PM
781,14.76025,121.08269,"Mountain Heights Subdivision","osm-id 255058497",,"place:subdivision",04/01/08,04:26:49 PM
1628,14.59323,121.08914,"Jra Subdivision","osm-id 255069127",,"place:subdivision",04/01/08,04:28:54 PM
855,14.71423,120.99227,"Consolidated Subdivision","osm-id 255059954",,"place:subdivision",04/01/08,05:19:38 PM
1769,14.56592,121.05876,"Coronado Estate","osm-id 255060909",,"place:subdivision",04/01/08,05:03:59 PM
813,14.73312,121.05284,"St. Dominic Subdivision","osm-id 255058652",,"place:subdivision",04/01/08,05:09:28 PM
1001,14.69955,121.04149,"Rockville Subdivision Ii","osm-id 255071785",,"place:subdivision",04/01/08,04:33:19 PM
2069,14.46561,121.03025,"Landcore Homes-1","osm-id 255052526",,"place:subdivision",04/01/08,04:23:18 PM
2130,14.44512,121.00067,"Aristocrat Village","osm-id 255062761",,"place:subdivision",04/01/08,04:33:27 PM
2249,14.40133,121.03218,"Afprsbs Housing Project","osm-id 255064795",,"place:subdivision",04/01/08,04:50:45 PM
1081,14.67795,121.06552,"Bonifacio Village","osm-id 255066839",,"place:subdivision",04/01/08,05:16:50 PM
2100,14.45027,120.98079,"Dona Manuela  Subdivision 5","osm-id 255061216",,"place:subdivision",04/01/08,05:01:39 PM
1835,14.50853,121.00543,"Baltao Subdivision","osm-id 255063704",,"place:subdivision",04/01/08,04:58:29 PM
1633,14.59564,121.10375,"Bridgestone Park Subdivision","osm-id 255058456",,"place:subdivision",04/01/08,04:44:39 PM
1029,14.68728,121.02780,"Silvina Village","osm-id 255062065",,"place:subdivision",04/01/08,05:08:53 PM
1780,14.55699,121.07949,"Damian Subdivision","osm-id 255069144",,"place:subdivision",04/01/08,05:17:42 PM
2021,14.46307,120.99050,"Dbp Farm Subdivision","osm-id 255051275",,"place:subdivision",04/01/08,04:46:41 PM
2133,14.43814,120.98791,"Donnaville Bf Homes","osm-id 255072701",,"place:subdivision",04/01/08,04:57:33 PM
1977,14.46646,120.97924,"Josefina Compound","osm-id 255067574",,"place:subdivision",04/01/08,05:07:36 PM
1970,14.47139,120.98046,"Mapayapa Village","osm-id 255050193",,"place:subdivision",04/01/08,05:05:10 PM
1085,14.69453,121.10301,"Filinvest Homes Ii","osm-id 255060281",,"place:subdivision",04/01/08,04:28:38 PM
745,14.76490,121.03919,"Brixtonville Subdivision","osm-id 255065219",,"place:subdivision",04/01/08,04:24:56 PM
1367,14.67239,121.04216,"San Beda Village","osm-id 255071896",,"place:subdivision",04/01/08,05:19:47 PM
910,14.68115,120.98294,"Serrano Subdivision","osm-id 255060894",,"place:subdivision",04/01/08,05:15:47 PM
922,14.67982,121.00566,"Tolentino Compound","osm-id 255067791",,"place:subdivision",04/01/08,04:24:03 PM
1776,14.54905,121.03450,"Kasiyahan Homes","osm-id 255054391",,"place:subdivision",04/01/08,05:14:38 PM
1861,14.58596,121.12068,"Bayanihan Village","osm-id 255066570",,"place:subdivision",04/01/08,04:49:35 PM
1827,14.51208,121.00325,"Aeroville","osm-id 255060174",,"place:subdivision",04/01/08,04:26:11 PM
2168,14.43446,121.01774,"Bf Executive Village","osm-id 255072578",,"place:subdivision",04/01/08,05:16:16 PM
2043,14.49907,121.05377,"Pendatum Village","osm-id 255059957",,"place:subdivision",04/01/08,05:01:18 PM
943,14.71832,121.03750,"Dona Rosario Heights Subdivision","osm-id 255070416",,"place:subdivision",04/01/08,05:11:15 PM
2261,14.39270,121.04995,"J. R. Soriano Compound","osm-id 255067393",,"place:subdivision",04/01/08,04:59:06 PM
2019,14.46435,120.99480,"Martinville","osm-id 255055156",,"place:subdivision",04/01/08,04:58:36 PM
825,14.72575,121.02742,"F.b. De Jesus Subdivision","osm-id 255058578",,"place:subdivision",04/01/08,04:28:14 PM
2252,14.39620,121.03469,"Camella Homes Alabang I","osm-id 255059444",,"place:subdivision",04/01/08,04:45:37 PM
613,14.27431,120.76448,"Bucal","osm-id 255062404",,"place:subdivision",04/01/08,04:26:59 PM
2045,14.49056,121.02803,"Countryside Village","osm-id 255070721",,"place:subdivision",04/01/08,04:27:27 PM
1643,14.66150,121.11898,"Julieta Subdivision","osm-id 255049866",,"place:subdivision",04/01/08,04:42:31 PM
2060,14.47167,121.03196,"San Antonio Valley 9","osm-id 255068642",,"place:subdivision",04/01/08,04:38:47 PM
1733,14.57122,121.06800,"Green Valley Subdivision","osm-id 255060823",,"place:subdivision",04/01/08,05:07:11 PM
1107,14.68768,121.10842,"Filinvest Homes Ii","osm-id 255066786",,"place:subdivision",04/01/08,04:52:36 PM
1910,14.56296,121.12892,"Batong Dalig N Dulong Bayan Area","osm-id 255066503",,"place:subdivision",04/01/08,05:01:41 PM
